Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,01/03/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Armenia,ARM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.70521293,34.12932835,46.38223732,64.35938015,71.76094455,68.61879746,59.30106788,55.9203451,61.5203155,57.44717644,62.78575915,70.03766551,57.98778623,56.64762825,49.76151745,48.01059257,47.0157851,46.61227432,51.76946533,54.02228214,53.12016188,53.56308354,50.99266464,44.76308962,48.0270727,55.81455759,59.19918438,59.87095645,56.18707446,60.45561035
American Samoa,ASM,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.703125,204.389313,203.3398821,176,203.8539554,152.7027027,161.6071429,143.1111111,118.8481675,113.1578947,127.8125,135.8934169,148.8335925,156.6121842,155.4396423,162.0915033,161.1893584,164.6058733,153.2122905,144.9929478
Antigua and Barbuda,ATG,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,52.90544189,61.44788876,91.67585199,86.73751008,102.1362476,97.34179105,70.82304888,71.98634691,75.95758709,78.15724074,78.89081604,66.97810603,47.40256845,60.06916176,71.62023973,75.50850852,71.93920981,65.48703706,69.11706209,63.59178759,61.26780107,57.84085242,58.99243017,55.54410183,53.34289548,53.90594089,54.53082901,55.55980622,57.57784214,60.29388711,59.95006277,58.97507292,47.62565242,47.61904762,42.72012814,46.25199854,48.41515905,50.49077136,38.52793102,37.51952934,39.16953027,45.14477462,43.79172757,37.94840746,41.80471496
Australia,AUS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,25.32561729,24.0423512,24.57633461,25.91137115,26.76893276,26.0520601,24.84021286,24.31568301,24.12532713,23.87573108,23.77356835,23.09216511,22.07637604,26.55714658,25.85093768,23.27233286,24.19903358,24.3568255,25.30309715,27.31983411,29.56507455,26.96109769,24.75142736,23.45103928,25.33597555,26.84606021,26.67422653,29.52115801,29.35711964,27.36380737,26.24539952,25.61513416,26.61214662,28.28875708,31.27325206,31.07343896,31.32931212,29.56789734,30.15631834,32.16264241,32.55947621,33.5500887,34.81539158,34.10945354,31.89656379,33.27606918,35.12337162,35.89468813,36.71033445,34.43815962,36.06733171,36.85868587,33.46160897,31.40872547,32.52553965,29.33365889,32.22243442,34.67058717,34.48070879,35.37991248,34.86672927,39.02922251
Austria,AUT,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,38.46682496,36.74907012,36.30685903,35.83636487,36.08512339,37.03195767,36.84898126,35.563058,36.0512425,38.55611918,41.67044614,41.20170082,41.24732476,42.01864637,45.98841137,42.22000725,46.62246528,46.66339291,45.43589616,48.32878867,51.10109124,51.92426357,49.30741243,48.32155961,52.02297651,55.0897492,49.8514861,48.23447792,50.4352063,53.2553781,54.31284445,52.89360155,50.56897032,47.17466735,49.24699951,51.43373842,53.41474951,58.98904764,61.2063862,63.23416154,71.0143778,73.60888209,73.21630524,74.98962024,79.04296658,79.88458477,81.46870096,83.93348159,84.61529039,69.70651165,79.42614615,85.44304627,84.2995772,83.3195062,81.40789913,80.83699546,78.2611842,82.38988904,83.19655887,81.73879688,78.54944294,87.91710624
Azerbaijan,AZE,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.6146138,103.7579618,120.0859354,53.9018699,50.08919344,39.72502296,37.80613265,42.89051946,55.32166762,65.61288472,61.46709443,71.70779822,82.1508722,90.5877788,87.13726302,82.64361841,78.11271339,62.33928851,62.79047969,67.71781364,61.78037948,56.6632773,49.76855768,48.62799081,57.0330473,59.37518205,67.46129451,69.13031374,57.30447614,62.0865044
Burundi,BDI,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,14.28571501,12.31527142,13.11475373,11.60042975,9.971236511,16.98167005,18.13296123,19.06929043,20.74235808,17.34963648,18.95089717,19.37966977,23.50037508,20.04338311,21.43290609,22.32849813,26.53804983,29.95239274,27.3669299,32.71579432,25.33361361,24.35383229,29.70720474,24.19370542,29.27637915,26.17438451,29.6240698,26.77940545,31.13442328,23.78977102,27.02938446,29.55289101,27.05353728,28.12602041,37.18795937,33.88548367,19.10167237,21.27667736,24.95046812,21.28509442,22.74591263,20.30121707,19.26351604,24.85170467,24.36473266,29.27188088,38.40188414,27.87200833,28.53888535,26.32679331,30.01768711,39.1355145,37.92844071,36.91456732,33.29904539,31.5076953,28.07540101,34.17733111,36.5772478,41.41246634,40.4200973,42.66473289
Belgium,BEL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.1917456,154.5158995,155.8686437,160.3964033,154.2247549,160.4722076,169.322013,175.9614657,178.9064262,181.3446867,149.7118997,165.9398311,180.1185413,178.3859443,176.3995495,172.9377937,167.0585268,163.3278361,166.8504105,169.9618233,163.4441086,156.0835045,177.6610971
Benin,BEN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,21.66266916,16.97301384,16.07207689,18.11539651,16.30722889,16.55693554,14.19491958,20.57330953,22.064022,24.79227314,29.0743194,35.51465167,31.19425999,30.73103974,32.63291046,32.50254176,34.93658644,39.86402293,36.38934557,30.85401732,28.03768484,44.68988286,38.4925288,35.1486371,43.28658683,50.68313682,43.03563519,38.97819449,49.00489853,42.53493823,28.21478604,28.74492133,53.85428875,41.98618088,51.87488174,53.74195035,50.06106035,48.7148636,46.55628909,31.84319948,28.55120672,27.19420256,27.96624029,26.78876043,23.63386123,24.30091293,27.92108083,37.75225387,36.48443531,33.77272794,34.98562449,33.09542356,33.94559231,39.87906823,48.08601459,37.25799101,39.30271651,44.95476865,54.12129534,48.52801715,41.85529232,45.36621037
Burkina Faso,BFA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,4.539363309,9.136403263,11.32869753,11.6739243,12.6729857,12.29556122,12.44555555,11.97992715,14.11684952,15.68058121,14.61591778,14.92502959,15.38207385,18.22833835,23.96378814,20.74528327,20.17311681,23.33753607,18.29784769,21.61876531,23.27969439,23.20026184,22.97016361,21.80870043,22.74159491,25.95824794,23.96499483,24.85405469,22.78252064,18.58090995,22.18424073,20.3824781,15.78935208,18.06511816,24.05963467,30.72050598,34.02214323,33.46040683,37.4701115,27.52563985,27.62458866,27.55165422,27.21989715,26.28265941,32.08180148,28.11423412,29.12597574,30.17418758,28.68347092,29.31000646,35.99542191,39.77551331,45.83227948,49.99144195,43.24028317,44.42130872,45.61547765,47.74949042,47.54543163,46.50095596,47.38589569,48.92688374
Bangladesh,BGD,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,14.99623297,16.61982915,11.39663936,8.473727402,13.37337989,16.98243337,15.51751343,16.49162086,18.51356771,17.23482834,17.45171569,16.40633761,19.85112712,15.8943027,15.734338,15.56504642,16.29857805,17.21579149,16.73822041,16.47743728,18.38601992,19.71566542,22.31654973,26.87155379,24.29235195,25.07031444,25.23979432,26.97063838,28.615441,27.96376979,26.9369528,28.96328149,31.24167532,33.38856184,38.75850063,39.00045671,42.81289179,36.0234149,40.78363657,47.15016472,44.46752407,44.13547632,41.37074459,38.15178599,30.03586448,30.19084163,31.03718435,28.02398006,23.11005795,29.94991582
Bulgaria,BGR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,101.1127913,108.2033216,118.8088098,147.4914975,145.3826699,157.0349099,144.8939397,113.910537,150.692005,142.80228,49.09827145,68.99042004,75.0687251,78.30311141,88.58028919,58.02471942,81.05445059,87.22174032,61.53407489,69.39732985,86.0345957,87.40439088,83.44283459,87.08448962,93.22234079,100.1095305,111.5014924,109.106307,108.7894679,76.61344563,91.04404801,105.395031,109.3831715,114.4630739,111.9371911,107.4711582,102.8748662,110.8490076,107.6992022,103.0285109,95.40110711,103.7554434
Bahrain,BHR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,230.7092738,244.2745609,203.0586519,170.8385075,171.1395301,164.4092928,150.8324475,151.650004,135.1558078,154.3911338,176.6755533,165.199977,162.6372593,145.7617757,132.6076176,133.8241399,147.0370983,132.4575825,110.5473313,121.7487898,119.4650859,110.1023096,112.6490646,110.9634906,113.6336021,122.9591089,122.7521957,115.6097561,125.6120737,95.79645602,105.9025112,112.5219963,99.70630718,98.1177686,96.8799517,93.22835725,75.58250381,80.40023572,87.07210033,81.17285023,77.03460139,94.05263044
"Bahamas, The",BHS,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,42.40184758,48.92212481,36.7482679,37.43505155,43.5,41.27937337,47.64705882,49.71859296,51.02247686,66.08130685,79.30565338,135.6818975,140.1252327,192.8752422,530.0442758,873.0291848,952.6553496,957.7840112,745.7952907,640.463183,940.2381487,944.4794953,689.5393778,495.498615,367.0079859,250.1831452,242.3053589,213.7804058,157.7060932,183.6708034,42.64055591,42.2993353,39.56256031,36.0931436,37.52684873,41.38232721,42.83735107,29.1676405,31.80052742,28.87867702,32.81136437,28.07222557,24.4787843,24.65589413,26.30506588,29.08643582,33.64724975,35.39159605,39.47368421,32.51866367,32.61765335,37.73416282,40.76302411,39.01427652,37.38334482,29.29547543,26.30422659,29.77924516,31.03686166,28.0759202,24.91881025,33.59920061
Bosnia and Herzegovina,BIH,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78.43590248,66.11046182,79.61105237,79.19785743,85.38393569,86.56062776,75.00800725,75.61059033,72.47980009,72.25929294,75.88441099,84.38064138,82.92516666,87.91561253,90.04465384,72.25569514,81.65674317,90.64762839,88.12406642,87.91702631,90.95639477,86.87637705,85.57746561,93.50602593,93.20479538,87.79615377,80.32391748,92.62856847
Belarus,BLR,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.40391304,27.6948731,37.34255943,74.1948026,85.32310948,113.1762288,102.6079819,103.6620172,125.399855,127.3753872,117.2585172,120.6206625,130.7662457,108.2079853,113.8838672,116.9855164,118.413225,98.03224335,105.1474677,138.503987,140.7686011,106.5909554,97.16948193,100.4326751,106.6118325,116.0276822,120.1623908,112.4552038,100.9367167,118.9774167
Belize,BLZ,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,74.80793447,83.43242126,97.31008903,94.81648636,96.70157524,89.84293194,90.07874016,84.42503639,93.52,99.35443038,97.68278965,92.89392379,104.4465468,97.00861394,105.6033994,131.2821713,118.6719112,129.1967701,136.4636831,144.2687747,131.859323,143.3016514,120.1934113,98.90517903,104.0199518,102.5188878,92.81711226,87.51877073,92.78542977,92.37840485,61.8744313,62.77128548,59.84138428,53.79494008,53.27284511,51.19120342,49.67704052,53.22580645,51.0940919,58.25641026,64.51612903,58.98538263,64.88240065,65.87057011,59.37387549,62.40164215,68.24794434,64.85849057,75.53499132,62.48140434,68.10468795,78.86782083,78.1923279,75.73293915,72.54443405,69.16987107,61.81093646,60.06124234,60.86393089,58.39023381,51.73076923,59.60264901
Bermuda,BMU,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,56.90526956,47.6254884,46.84913877,45.08657522,46.16009078,40.98123972,43.03365882,34.63170159,36.67585247,38.96103813,41.13288119,34.5586886,38.51419727,31.25755517,31.22388916,29.84119168,23.63294366,23.04943319,21.52840152,22.95128222,22.15377825,20.54078228,20.39505967,21.13925033,23.65819989,21.24016256,18.24544271,17.64445101,16.94842407,16.42127404,14.87672217,14.46292873,14.28305343,15.83728183,15.3414693,14.36612984,14.4349688,15.58318058,15.48579521,15.69348007,13.12589959,15.05501806
Bolivia,BOL,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,32.63084617,33.44114943,35.30746386,35.50498605,36.88658827,43.51587744,39.6,39.82492482,35.55141287,36.25099602,34.31650389,32.03657037,30.69300239,38.87666192,45.08987294,41.66844008,41.10565789,38.73043155,38.23617723,37.40944263,35.41607317,31.0441633,24.7045182,24.56360748,19.67750435,24.43616135,33.13650619,30.72707949,25.90473188,30.38605755,33.13759896,34.04279596,31.89287765,33.72465658,37.4671168,37.6011481,37.47482101,38.07878299,36.32813716,33.86812692,36.4376265,36.76209637,38.8843941,39.7532167,46.08220475,55.06290811,59.97274226,61.66072434,69.60401837,54.81548027,61.02913491,67.95884189,73.22269875,68.47831937,69.15647343,56.036027,45.69382851,45.68013932,47.06405306,45.33770297,38.47955256,50.95251868
Brazil,BRA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,16.03009615,16.5721803,13.98208848,12.42286014,12.84599413,11.98280589,11.44490665,10.68313203,11.82713204,12.31046007,13.20176775,13.51549592,15.01501029,15.78854011,20.14581425,17.23017603,15.57365257,14.3906146,13.83722156,15.83459127,18.9950449,18.36016042,15.20156818,20.40531103,22.41425391,22.6948421,17.55894026,18.02179321,19.14447946,15.63792494,13.80406004,15.92689134,17.94977483,17.96355101,15.17730791,13.0818458,12.31476303,13.27390664,12.94321817,16.63992641,17.35636806,20.83407511,21.60934033,22.22814528,24.37061374,21.99981618,21.18286976,20.60913502,22.38946219,17.22655021,17.81986747,18.82010943,19.2827837,19.6063023,18.7983387,20.37726507,18.08620423,18.45609636,22.15658528,22.11576653,25.92340022,32.03921325
Barbados,BRB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,93.00555344,80.56122229,74.0976486,74.73272931,80.48708875,86.07283987,74.0901277,68.74858545,69.42035028,75.80804907,77.73462901,68.0365679,55.69356248,39.25203326,41.64924575,42.81800991,45.72265876,44.83852854,36.53551354,37.02730602,37.04659348,45.55759139,47.13058898,51.19308856,44.79810448,46.47976419,46.67429319,44.06613194,41.23611782,45.02258919,49.09275657,51.39416154,52.3301896,48.56646089,50.32471668,40.93462344,44.10665838,48.95120487,50.8666197,47.37828436,47.12175759,44.46851468,44.25994867,41.85411606,39.74666348,38.03352585,39.42805771,41.74408522
Brunei Darussalam,BRN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,88.56522486,94.15600394,90.62763158,100.1123705,99.86893617,99.9552718,258.7038149,104.1287585,110.6000563,108.5157289,113.1554505,111.941765,110.750653,109.4972821,109.2097095,104.5482451,106.0644338,106.4430442,106.4576004,101.2551651,101.7989332,104.002691,92.32288093,91.12810815,91.84489732,91.29250901,105.0877873,92.81595011,97.15746458,99.4290181,94.90876602,97.25149036,89.85377737,89.11056047,85.23913043,83.48395291,85.67974268,89.98295155,87.65758771,82.30088619,81.20525513,81.18072622,79.76195195,89.56375509,89.9056158,83.49522472,86.8756924,87.00678256,83.22726622,82.51092155,74.10446507,66.25819279,71.37141458,79.14588383,90.14491591,99.54334037,139.9843116
Bhutan,BTN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,52.05201031,63.24090616,60.12738469,56.16285469,56.71196355,64.922213,66.41191436,58.49136881,74.19896199,60.44003208,52.49285729,60.75233134,79.51185089,68.58465007,61.00725345,74.01929569,75.13952274,72.38951632,66.58361375,74.63643509,65.49435079,64.36310135,59.51814667,63.24063999,87.02992487,80.8092854,95.31538641,102.7981893,86.65844455,83.06224707,96.57676906,96.67428547,85.66867096,82.73471356,79.44037008,80.35543202,70.72810156,65.37801703,67.59666146,65.26907839,66.6613773,78.91152546
Botswana,BWA,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,55.89841931,51.66806292,56.11167269,60.38147879,60.07598066,80.80213415,79.66666667,75.02586238,64.90736842,82.73339334,86.23814358,98.07268722,102.1482297,102.8144585,99.66217841,100.7961165,101.878949,104.5165023,102.307557,120.627806,112.5434237,111.1875125,112.6211282,116.8684528,109.3652463,117.3342512,113.0949788,128.4298712,100.6225361,108.8591755,98.40216382,96.27693253,86.89227243,85.3588071,82.59513057,85.67603514,86.01923686,101.5892797,89.94963001,88.28907237,82.16532784,78.67592302,78.5091411,69.99856859,75.28913551,76.48020006,76.77062539,87.44926009,94.69969569,80.88140462,81.90027676,87.05080246,100.6362749,113.9523683,107.2264804,100.1719185,89.56690984,69.53662355,75.62866685,70.67591235,70.72973041,88.3632384
Central African Republic,CAF,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,30.31502691,29.23630283,31.32964233,37.10027414,41.54196173,35.19844905,41.79065567,44.56095707,39.63133742,39.35349832,33.84335364,32.26594792,31.69532088,32.81915897,33.40456464,30.63434084,25.71192953,28.58279857,21.12750367,21.4051819,24.7162019,25.04305164,30.73583115,23.83557178,27.1236135,23.70353884,20.76158434,27.81034748,26.1680896,23.01588714,19.01838223,15.8272072,17.84806758,18.37687371,34.07057553,31.02054736,28.57734856,32.41831681,30.70280429,27.71448052,30.32361352,26.69815846,26.80539389,21.53520495,22.39931048,22.64752929,24.69457003,25.12043456,22.57440443,18.86444034,20.53588029,20.50875797,20.95511753,19.44968399,26.65169943,25.47431601,28.16410283,30.30376444,34.66939613,33.76399077,31.2027108,29.88279389
Canada,CAN,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,29.38826996,29.67390796,29.4429351,29.36265458,31.26726311,31.35823844,32.8491256,33.22589725,35.43236411,35.84279129,35.35196858,35.10155272,36.45381307,38.95010356,42.8630125,40.37241737,39.1338637,40.46459391,43.31919581,47.28473517,47.57209408,46.61302143,41.26293702,41.5618708,47.29149625,47.04234202,46.58328887,44.22758993,45.29694078,42.7610909,42.23952144,41.28025,44.51426064,49.24244586,55.42747421,59.70266887,59.94641083,63.40507523,66.30804416,67.60329524,70.010689,65.92165126,63.08991259,57.81535455,58.1181137,58.21166094,56.63593803,55.20627271,56.37397371,46.99470279,48.85610662,51.02110149,50.96833755,50.58465852,52.69938054,53.97887832,52.54802114,52.40611196,53.40540251,52.32228059,49.26932462,50.87831389
Central Europe and the Baltics,CEB,Merchandise trade (% of GDP),TG.VAL.TOTL.GD.ZS,,,,,,,,,,,,,,,,,,,,,101.1127913,108.2033216,118.8088098,147.4914975,145.3826699,157.0349099,144.8939397,76.3892021,83.67333848,78.51784814,38.67671359,44.62512832,43.52383938,50.49347814,51.0305306,55.12338174,58.15908246,63.62603278,63.70115939,64.75500516,73.83356961,73.69666001,73.97374912,79.39216289,86.97783149,86.34389115,93.922251,95.33269194,94.52090507,82.65632507,94.96210374,104.3731823,106.8209639,108.2700225,109.9181485,109.9502,110.6452536,113.712424,113.6120916,110.4630095,108.2232738,117.9882924
